tweet,class
we must start investing in stocks sips from college days rather than being extravagent on cellphones bills etc ensures wealthy +,0
long back charges on withdrawal were introduced but later had to withdraw it is unethical bank fully utilize clients funds and it was held illegal better checkup past experience,1
once again thanks on cent tex i have bought shares of grauer weil but stock is not reacting and remaining in the same zone your view on this,0
â€œwe are examining the evidence produced by the ios to take a final decisionâ€ joint secretary chhedi lal gupta who heads the committee told the indian express,0
theeya hindus of bjp and cpim are killing each other to protect their upper castenair leaders why bring muslims into it you hatemingering moron,1
why did modi avoid speaking in parliament inspite of repeated insistence by opposition,1
india is already on his way to form chabahar port with iran no need for cpec,0
if you sing vandemataram and killing innocent people will not count as a nationalism leave the hate speech like this and try to unite all people for the strong india,1
hahathats means ur are excusesthe bottom line demonktization is flop + deathsgdp of india dexreased by the bank or govt know how much money got into bankwhere is black moneywhere is swiz bank holders,1
anyone who criticises others should tell the solution which feel is best to resolve the problems,1
it is nor a surprise none of the governments congress or bjp ever bothered about aam aadmi and this was the first time that aap brought aam aadmi in front on stage with full respect and both large national parties did not like this other parties always wanted people like ambani and adani in front of the stage,1
